       DATE         INCIDENT  LEVEL     RULE     IP            REQUEST 
02/Nov/25 12:42:47  #1133858  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#respond] - coffeecrawlers.com 

02/Nov/25 12:42:57  #7492403  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/#respond] - coffeecrawlers.com 

02/Nov/25 12:43:13  #1968392  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/#respond] - coffeecrawlers.com 

02/Nov/25 12:43:19  #8559729  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/] - coffeecrawlers.com 

02/Nov/25 12:43:36  #4702640  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/] - coffeecrawlers.com 

02/Nov/25 12:43:41  #4941243  INFO         -  188.143.244.140  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/] - coffeecrawlers.com 

03/Nov/25 20:08:33  #7782168  MEDIUM     531  35.204.134.146   GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Scrapy/2.13.3 (+https://scrapy.org)] - www.coffeecrawlers.com 

04/Nov/25 02:16:27  #8715040  MEDIUM     531  54.154.237.7     GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - www.coffeecrawlers.com 

05/Nov/25 03:28:47  #6568257  INFO         -  172.255.94.172   GET /index.php - Sanitising user input - [HTTP_USER_AGENT: "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"] - www.coffeecrawlers.com 

05/Nov/25 03:28:48  #8962341  INFO         -  172.255.94.172   GET /index.php - Sanitising user input - [HTTP_USER_AGENT: "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"] - coffeecrawlers.com 

05/Nov/25 04:11:31  #8892149  INFO         -  149.34.252.59    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

05/Nov/25 04:11:34  #5572510  INFO         -  149.34.252.59    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

05/Nov/25 04:11:37  #1605124  INFO         -  149.34.252.59    POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

05/Nov/25 04:11:39  #5866436  INFO         -  149.34.252.59    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/#comment-11] - coffeecrawlers.com 

05/Nov/25 10:40:13  #1634093  INFO         -  61.83.227.119    POST /wp-login.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/wp-login.php?redirect_to=https%3A%2F%2Fcoffeecrawlers.com%2Fwp-admin%2F&reauth=1] - coffeecrawlers.com 

05/Nov/25 13:44:38  #7047629  CRITICAL     -  196.251.86.170   POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

09/Nov/25 03:36:21  #4476865  CRITICAL     -  74.176.187.23    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

09/Nov/25 03:36:22  #3517835  CRITICAL     -  74.176.187.23    POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

10/Nov/25 22:19:37  #7724740  INFO         -  172.236.235.77   POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-4-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

10/Nov/25 22:19:38  #7515767  INFO         -  172.236.235.77   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-4-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

11/Nov/25 11:19:22  #4691806  CRITICAL     -  48.210.57.6      POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

11/Nov/25 11:19:25  #6064343  CRITICAL     -  48.210.57.6      POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

12/Nov/25 19:00:09  #1588441  INFO         -  178.157.64.77    GET /index.php - Sanitising user input - [HTTP_USER_AGENT: "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0"] - www.coffeecrawlers.com 

12/Nov/25 19:00:12  #3456981  INFO         -  178.157.64.77    GET /index.php - Sanitising user input - [HTTP_USER_AGENT: "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0"] - coffeecrawlers.com 

15/Nov/25 01:04:14  #8062252  MEDIUM     531  18.201.104.103   GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - coffeecrawlers.com 

15/Nov/25 01:08:23  #7852832  MEDIUM     531  34.244.30.94     GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)] - www.coffeecrawlers.com 

15/Nov/25 22:03:01  #2990719  INFO         -  2.72.34.253      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

15/Nov/25 22:03:03  #6218253  INFO         -  2.72.34.253      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

15/Nov/25 22:03:05  #2796504  INFO         -  2.72.34.253      POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

15/Nov/25 22:03:07  #8395192  INFO         -  2.72.34.253      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/#comment-73] - coffeecrawlers.com 

17/Nov/25 05:00:33  #2768026  HIGH       310  195.178.110.201  GET /wp-config.php - Access to a configuration file - [SERVER:SCRIPT_NAME = /wp-config.php] - www.coffeecrawlers.com 

18/Nov/25 10:48:35  #1246068  HIGH       310  195.178.110.201  GET /wp-config.php - Access to a configuration file - [SERVER:SCRIPT_NAME = /wp-config.php] - coffeecrawlers.com 

18/Nov/25 23:51:08  #3412948  INFO         -  61.108.4.18      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/wp-login.php?redirect_to=https%3A%2F%2Fcoffeecrawlers.com%2Fwp-admin%2F&reauth=1] - coffeecrawlers.com 

18/Nov/25 23:51:11  #5942674  INFO         -  61.108.4.18      POST /wp-login.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/wp-login.php?redirect_to=https%3A%2F%2Fcoffeecrawlers.com%2Fwp-admin%2F&reauth=1] - coffeecrawlers.com 

19/Nov/25 22:50:57  #4955775  CRITICAL     -  20.250.44.10     POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

19/Nov/25 22:50:59  #7166073  CRITICAL     -  20.250.44.10     POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

20/Nov/25 22:05:32  #4193533  INFO         -  149.88.19.12     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

20/Nov/25 22:05:35  #1714268  INFO         -  149.88.19.12     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

20/Nov/25 22:05:37  #1469009  INFO         -  149.88.19.12     POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

20/Nov/25 22:05:39  #5020739  INFO         -  149.88.19.12     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/#comment-99] - coffeecrawlers.com 

20/Nov/25 23:53:04  #5972845  MEDIUM     306  164.90.143.116   GET /index.php - Bogus user-agent signature - [SERVER:HTTP_USER_AGENT = Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)] - coffeecrawlers.com 

21/Nov/25 19:31:16  #2871501  MEDIUM     531  34.90.191.83     GET /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Scrapy/2.13.3 (+https://scrapy.org)] - coffeecrawlers.com 

22/Nov/25 00:47:26  #1652884  CRITICAL     -  20.37.101.92     POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

22/Nov/25 00:47:27  #4501599  CRITICAL     -  20.37.101.92     POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

22/Nov/25 00:47:59  #7907478  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/#respond] - coffeecrawlers.com 

22/Nov/25 00:48:03  #5364515  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/#respond] - coffeecrawlers.com 

22/Nov/25 00:48:07  #4189981  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/] - coffeecrawlers.com 

22/Nov/25 00:48:11  #3046460  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#respond] - coffeecrawlers.com 

22/Nov/25 00:48:19  #1459822  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/#respond] - coffeecrawlers.com 

22/Nov/25 00:48:27  #4125470  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-3-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95/] - coffeecrawlers.com 

22/Nov/25 00:48:36  #8359021  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/#respond] - coffeecrawlers.com 

22/Nov/25 00:48:43  #2349840  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/1-5-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94/] - coffeecrawlers.com 

22/Nov/25 00:48:56  #7173772  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-1-%ec%9d%b4%eb%8d%94%eb%84%b7ethernet%ec%9d%98-%ec%a0%95%ec%9d%98/] - coffeecrawlers.com 

22/Nov/25 00:49:01  #5993261  INFO         -  188.143.244.131  GET /index.php - Sanitising user input - [HTTP_REFERER: http://coffeecrawlers.com/2-2-%ec%9d%b4%eb%8d%94%eb%84%b7-%ed%86%a0%ed%8f%b4%eb%a1%9c%ec%a7%80topology/] - coffeecrawlers.com 

22/Nov/25 20:01:43  #2579294  CRITICAL     -  94.177.163.154   POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

22/Nov/25 20:01:46  #6359651  CRITICAL     -  94.177.163.154   POST /index.php - BASE64-encoded injection - [POST:l = ZXJyb3JfcmVwb3J0aW5nKDApOyBlY2hvIHBocF91bmFtZSgpLiI8YnI+Ii5nZXRjd2QoKS4iPGJyPiI7IGlmKCRfR0VUWydGb3gnXSA9PSAnZDN3TDcnKXskc2F3MSA9ICRfRklMRVNbJ2ZpbGUnXVsndG1wX25hbWUnXTskc2F3MiA9ICRfRklMRVNbJ2Z...] - coffeecrawlers.com 

22/Nov/25 20:51:43  #1011657  MEDIUM     531  149.50.97.229    HEAD /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; WARC-Grabber-LiveCheck/1.0)] - coffeecrawlers.com 

23/Nov/25 01:30:54  #6184978  MEDIUM     531  149.50.97.229    HEAD /index.php - Suspicious bots/scanners - [SERVER:HTTP_USER_AGENT = Mozilla/5.0 (compatible; WARC-Grabber-LiveCheck/1.0)] - coffeecrawlers.com 

23/Nov/25 10:12:48  #4486149  INFO         -  51.38.225.46     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-2-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94] - coffeecrawlers.com 

23/Nov/25 10:12:49  #2852919  INFO         -  51.38.225.46     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-2-lan-%ec%b9%b4%eb%93%9c%ec%99%80-lan-%ec%bc%80%ec%9d%b4%eb%b8%94] - coffeecrawlers.com 

23/Nov/25 10:12:58  #7544229  INFO         -  45.138.16.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-3-%eb%a7%9d-%ea%b5%ac%ec%a1%b0%ec%99%80-%ed%97%88%eb%b8%8c-%eb%b0%8f-%ec%8a%a4%ec%9c%84%ec%b9%98] - coffeecrawlers.com 

23/Nov/25 10:12:59  #5690641  INFO         -  45.138.16.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-3-%eb%a7%9d-%ea%b5%ac%ec%a1%b0%ec%99%80-%ed%97%88%eb%b8%8c-%eb%b0%8f-%ec%8a%a4%ec%9c%84%ec%b9%98] - coffeecrawlers.com 

23/Nov/25 10:13:07  #6588011  INFO         -  45.138.16.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-4-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95] - coffeecrawlers.com 

23/Nov/25 10:13:09  #6114104  INFO         -  45.138.16.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-4-utp-%ec%bc%80%ec%9d%b4%eb%b8%94%ea%b3%bc-%ec%9d%b8%ed%84%b0%ed%8e%98%ec%9d%b4%ec%8a%a4-%eb%b0%a9%eb%b2%95] - coffeecrawlers.com 

23/Nov/25 10:13:27  #2481790  INFO         -  173.255.198.243  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5] - coffeecrawlers.com 

23/Nov/25 10:13:28  #7178683  INFO         -  173.255.198.243  GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5] - coffeecrawlers.com 

23/Nov/25 10:13:50  #7093936  INFO         -  45.84.107.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-1-%ec%9d%b8%ed%84%b0%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%82%b9-%eb%b0%8f-%ec%9d%b8%ed%84%b0%eb%84%b7] - coffeecrawlers.com 

23/Nov/25 10:13:51  #8016710  INFO         -  45.84.107.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-1-%ec%9d%b8%ed%84%b0%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%82%b9-%eb%b0%8f-%ec%9d%b8%ed%84%b0%eb%84%b7] - coffeecrawlers.com 

23/Nov/25 10:13:59  #6287670  INFO         -  45.84.107.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-2-%eb%9d%bc%ec%9a%b0%ed%84%b0] - coffeecrawlers.com 

23/Nov/25 10:14:00  #6625164  INFO         -  45.84.107.76     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-2-%eb%9d%bc%ec%9a%b0%ed%84%b0] - coffeecrawlers.com 

23/Nov/25 10:14:10  #3257562  INFO         -  185.220.101.46   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-3-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%ec%88%a0%ec%9d%98-%eb%b0%9c%ec%a0%84] - coffeecrawlers.com 

23/Nov/25 10:14:10  #8726254  INFO         -  185.220.101.46   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/3-3-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%ec%88%a0%ec%9d%98-%eb%b0%9c%ec%a0%84] - coffeecrawlers.com 

23/Nov/25 10:14:20  #1251177  INFO         -  35.0.127.52      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-1-wan%ec%9d%98-%eb%ac%bc%eb%a6%ac%ec%a0%81-%ec%97%b0%ea%b2%b0-%eb%b0%8f-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%eb%b3%b8-%ec%84%a4%ec%a0%95] - coffeecrawlers.com 

23/Nov/25 10:14:21  #2149481  INFO         -  35.0.127.52      GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-1-wan%ec%9d%98-%eb%ac%bc%eb%a6%ac%ec%a0%81-%ec%97%b0%ea%b2%b0-%eb%b0%8f-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ea%b8%b0%eb%b3%b8-%ec%84%a4%ec%a0%95] - coffeecrawlers.com 

23/Nov/25 10:14:31  #1650209  INFO         -  185.220.101.36   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-2-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ec%84%b8%eb%b6%80-%ec%84%a4%ec%a0%95] - coffeecrawlers.com 

23/Nov/25 10:14:32  #4007732  INFO         -  185.220.101.36   GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-2-%eb%9d%bc%ec%9a%b0%ed%84%b0-%ec%84%b8%eb%b6%80-%ec%84%a4%ec%a0%95] - coffeecrawlers.com 

23/Nov/25 10:14:40  #4881846  INFO         -  171.25.193.40    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%8b%9c%eb%ae%ac%eb%a0%88%ec%9d%b4%ec%85%98] - coffeecrawlers.com 

23/Nov/25 10:14:41  #1053003  INFO         -  171.25.193.40    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%eb%84%a4%ed%8a%b8%ec%9b%8c%ed%81%ac-%ec%8b%9c%eb%ae%ac%eb%a0%88%ec%9d%b4%ec%85%98] - coffeecrawlers.com 

24/Nov/25 06:49:42  #2672409  INFO         -  115.91.79.220    GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/4-3-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EC%8B%9C%EB%AE%AC%EB%A0%88%EC%9D%B4%EC%85%98/] - coffeecrawlers.com 

24/Nov/25 13:51:26  #5742415  INFO         -  149.34.252.9     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-lan%ea%b3%bc-wan%ea%b3%bc%ec%9d%98-%ec%97%b0%ea%b2%b0-%eb%aa%a8%eb%8e%80%ea%b3%bc-%eb%9d%bc%ec%9a%b0/#comment-2] - coffeecrawlers.com 

24/Nov/25 13:51:28  #6090558  INFO         -  149.34.252.9     GET /index.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

24/Nov/25 13:51:30  #8425547  INFO         -  149.34.252.9     POST /wp-comments-post.php - Sanitising user input - [HTTP_REFERER: https://coffeecrawlers.com/2-5-wan%ec%9c%bc%eb%a1%9c%ec%9d%98-%ed%99%95%ec%9e%a5/] - coffeecrawlers.com 

